java.com.addthis.codec.binary.CodecBin2,14,89,103
java.com.addthis.codec.reflection.CodableFieldInfo,36,33,69
java.org.apache.commons.cli.DefaultParser,2,76,78
java.org.apache.commons.cli.HelpFormatter,3,81,84
java.org.apache.commons.codec.binary.Base32,126,188,314
java.org.apache.commons.codec.binary.Base64,57,135,192
java.org.apache.commons.codec.digest.UnixCrypt,72,113,185
java.org.apache.commons.codec.language.ColognePhonetic,5,54,59
java.org.apache.commons.codec.language.DaitchMokotoffSoundex,9,46,55
java.org.apache.commons.codec.language.DoubleMetaphone,50,351,401
java.org.apache.commons.codec.language.MatchRatingApproachEncoder,1,57,58
java.org.apache.commons.codec.language.Metaphone,4,90,94
java.org.apache.commons.codec.language.Nysiis,0,59,59
java.org.apache.commons.codec.language.bm.Rule,4,66,70
java.org.apache.commons.codec.net.QuotedPrintableCodec,1,58,59
java.org.apache.commons.fileupload.FileUploadBase,22,47,69
java.org.apache.commons.fileupload.MultipartStream,14,80,94
java.org.apache.commons.fileupload.ParameterParser,2,53,55
java.org.apache.commons.lang3.ArrayUtils,2,780,782
java.org.apache.commons.lang3.BooleanUtils,6,130,136
java.org.apache.commons.lang3.ClassUtils,9,114,123
java.org.apache.commons.lang3.Conversion,108,422,530
java.org.apache.commons.lang3.StringUtils,66,888,954
java.org.apache.commons.lang3.Validate,2,70,72
java.org.apache.commons.lang3.builder.CompareToBuilder,0,182,182
java.org.apache.commons.lang3.builder.EqualsBuilder,3,128,131
java.org.apache.commons.lang3.builder.HashCodeBuilder,1,62,63
java.org.apache.commons.lang3.builder.ToStringStyle,21,98,119
java.org.apache.commons.lang3.exception.ExceptionUtils,5,50,55
java.org.apache.commons.lang3.math.Fraction,18,185,203
java.org.apache.commons.lang3.math.NumberUtils,21,245,266
java.org.apache.commons.lang3.reflect.TypeUtils,52,83,135
java.org.apache.commons.lang3.text.ExtendedMessageFormat,14,48,62
java.org.apache.commons.lang3.text.StrBuilder,68,440,508
java.org.apache.commons.lang3.text.StrSubstitutor,2,75,77
java.org.apache.commons.lang3.text.StrTokenizer,5,59,64
java.org.apache.commons.lang3.time.DateUtils,10,133,143
java.org.apache.commons.lang3.time.DurationFormatUtils,12,89,101
java.org.apache.commons.lang3.time.FastDateParser,8,49,57
java.org.apache.commons.lang3.time.FastDatePrinter,17,103,120
java.com.github.kevinsawicki.http.HttpRequest,49,178,227
jdepend.framework.ClassFileParser,30,61,91
java.org.jgrapht.alg.KuhnMunkresMinimalWeightBipartitePerfectMatching,23,102,125
java.org.jgrapht.experimental.dag.DirectedAcyclicGraph,43,27,70
java.org.jgrapht.util.FibonacciHeap,17,37,54
java.org.joda.time.DateTimeZone,17,127,144
java.org.joda.time.LocalDate,5,65,70
java.org.joda.time.LocalDateTime,8,61,69
java.org.joda.time.Partial,3,86,89
java.org.joda.time.Period,21,95,116
java.org.joda.time.PeriodType,56,96,152
java.org.joda.time.chrono.AssembledChronology,13,55,68
java.org.joda.time.chrono.BasicChronology,10,96,106
java.org.joda.time.chrono.BasicGJChronology,5,79,84
java.org.joda.time.chrono.BasicMonthOfYearDateTimeField,24,47,71
java.org.joda.time.chrono.GJChronology,49,57,106
java.org.joda.time.chrono.IslamicChronology,28,64,92
java.org.joda.time.chrono.ZonedChronology,29,52,81
java.org.joda.time.convert.ConverterSet,3,60,63
java.org.joda.time.convert.StringConverter,1,54,55
java.org.joda.time.field.BaseDateTimeField,0,78,78
java.org.joda.time.field.FieldUtils,5,78,83
java.org.joda.time.format.DateTimeFormat,21,75,96
java.org.joda.time.format.DateTimeFormatterBuilder,63,366,429
java.org.joda.time.format.DateTimeParserBucket,6,47,53
java.org.joda.time.format.FormatUtils,75,59,134
java.org.joda.time.format.ISODateTimeFormat,1,96,97
java.org.joda.time.format.PeriodFormatterBuilder,45,331,376
java.org.joda.time.tz.DateTimeZoneBuilder,121,218,339
java.org.joda.time.tz.ZoneInfoCompiler,25,96,121
java.org.jsoup.helper.HttpConnection,52,18,70
java.org.jsoup.nodes.Element,8,72,80
java.org.jsoup.nodes.Node,8,50,58
java.org.jsoup.parser.CharacterReader,9,167,176
java.org.jsoup.parser.HtmlTreeBuilder,16,85,101
java.org.jsoup.parser.HtmlTreeBuilderState,65,86,151
java.org.jsoup.parser.TokenQueue,17,53,70
java.org.jsoup.select.Evaluator,7,54,61
java.com.grahamedgecombe.jterminal.vt100.Vt100TerminalModel,39,55,94
java.net.hydromatic.linq4j.EnumerableDefaults,15,38,53
java.net.hydromatic.linq4j.expressions.BlockBuilder,17,47,64
java.net.hydromatic.linq4j.expressions.Expressions,27,41,68
java.net.hydromatic.linq4j.expressions.OptimizeVisitor,5,66,71
java.net.hydromatic.linq4j.expressions.Primitive,34,25,59
java.net.hydromatic.linq4j.expressions.Types,24,32,56
java.sun.pitest.CodeCoverageStore,128,7,135
