jdepend.xmlui.JDepend,1,0,0,
jdepend.textui.JDepend,4,0,0,
jdepend.framework.FileManager,1,0,0,
jdepend.swingui.DependTreeModel,1,0,0,
jdepend.framework.DependencyConstraint,1,0,0,
jdepend.framework.JavaPackage,1,0,0,
jdepend.swingui.JDepend,3,0,0,
jdepend.framework.ClassFileParser,11,0,0,
